id,content,post_code,class_code,class_name,time,good_count,comment_count,Root_code
3357192,真的有一天赚够了钱想回老家小农经济自给自足了,202503140307168874P2,20220429RUC01,投稿, 6小时前,1,0,202503140258473281P1
3357189,高中还做过卷子分析预制菜的好处，666，我当时为了14分而折腰，做出了违心的答案,202503140305327997P2,20220429RUC01,投稿, 6小时前,1,0,202503140258473281P1
3357188,笑死了卫生干净的全是预制菜，炒菜的卫生都看起来堪忧，夺命二选一？,202503140304456511P2,20220429RUC01,投稿, 6小时前,0,0,202503140258473281P1
3357186,东区二楼为数不多能吃，不过15r起步,202503140303052129P2,20220429RUC01,投稿, 6小时前,1,0,202503140258473281P1
3357185,中区一楼感觉还可以，二楼卫生不好一楼,202503140302419422P2,20220429RUC01,投稿, 6小时前,0,0,202503140258473281P1
3357184,西区吃了一次风味窗口的刀削面，汤有氯水味，非常难喝,202503140302029686P2,20220429RUC01,投稿, 6小时前,0,0,202503140258473281P1
3357183,第一，东区大伙盘子不干净，第二北一北二大伙从来没去过，因为卫生堪忧，第三，小渝府，有夸父炸串那个南边那个餐厅能吃，感觉干净卫生，不过至少15，18r起步,202503140301033547P2,20220429RUC01,投稿, 6小时前,0,0,202503140258473281P1
3357460,大三弟弟可以吗,202503140936114109P2,20220429RUC01,投稿, 6分钟前,0,0,202503140242439920P1
3357275,1442535680来试试,202503140801049371P2,20220429RUC01,投稿, 1小时前,0,0,202503140242439920P1
3357266,保研失利(其实就差个tope)，考研没上岸(没咋复习)，工作还没找到的我……你要不要,202503140750524977P2,20220429RUC01,投稿, 1小时前,0,0,202503140242439920P1
3357261,形策可以一起搞，我毕业论文还没咋搞😂,202503140740265161P2,20220429RUC01,投稿, 2小时前,0,0,202503140242439920P1
3357206,哈哈 每条都和我一样,202503140334308208P2,20220429RUC01,投稿, 6小时前,0,0,202503140242439920P1
3357279,支援慢容易被单抓,202503140804386730P2,20220429RUC01,投稿, 1小时前,0,0,202503140242180838P1
3357386,不好吗？,202503140915311782P2,20220429RUC01,投稿, 27分钟前,0,0,202503140212500032P1
3357211,挺好的?,202503140434538929P2,20220429RUC01,投稿, 5小时前,0,0,202503140212500032P1
3357208,有时候很爽，有时候没意思,202503140354022837P2,20220429RUC01,投稿, 5小时前,0,0,202503140212500032P1
3357177,花钱吃难吃又不卫生的饭的是这个,202503140243379105P2,20220429RUC01,投稿, 6小时前,0,0,202503140209296385P1
3357176,法师也吃坏肚子了,202503140243140742P2,20220429RUC01,投稿, 6小时前,0,0,202503140209296385P1
3357171,"法师也吃坏肚子了。
",202503140228524758P2,20220429RUC01,投稿, 7小时前,0,0,202503140209296385P1
3357367,比如说呢？,202503140906498447P2,20220429RUC01,投稿, 36分钟前,0,0,202503140203250825P1
3357166,性，心？,202503140212350659P2,20220429RUC01,投稿, 7小时前,0,0,202503140159535303P1
3357156,"但这样 
好像会毁掉我现在的生活",202503140200396738P2,20220429RUC01,投稿, 7小时前,0,0,202503140159535303P1
3357158,不用了,202503140202249119P2,20220429RUC01,投稿, 7小时前,0,0,202503140158356793P1
3357168,男孩们不能输,202503140213530138P2,20220429RUC01,投稿, 7小时前,0,0,202503140153273629P1
3357141,端游,202503140152511618P2,20220429RUC01,投稿, 7小时前,0,0,202503140152216088P1
3357246,别在京内看,202503140714483005P2,20220429RUC01,投稿, 2小时前,0,0,202503140132381050P1
3357241,找工作人家也会看到的，建议找个医院吧,202503140707034057P2,20220429RUC01,投稿, 2小时前,0,0,202503140132381050P1
